keyword,sam_company_name,sam_website,match,sam_physical_address_street,sam_physical_address_city,sam_physical_address_state,sam_physical_address_zipcode,sam_mailing_address_street,sam_mailing_address_city,sam_mailing_address_state,sam_mailing_address_zipcode,sam_incorp_year,sam_contacts,sf_company_name,sf_full_name,sf_street,sf_city,sf_state,sf_country,sf_zipcode,sf_website,sf_incorporation_year,ms_company_name_fuzzy_score,ms_website_fuzzy_score,ms_incorp_year_fuzzy_score,ms_street_fuzzy_score_physical,ms_street_fuzzy_score_mailing,ms_city_fuzzy_score_physical,ms_city_fuzzy_score_mailing,ms_state_fuzzy_score_physical,ms_state_fuzzy_score_mailing,ms_zipcode_fuzzy_score_physical,ms_zipcode_fuzzy_score_mailing,highest_fuzzy_score
TheMe,GREEN THEME TECHNOLOGIES INC.,https://www.greenthemetek.com/,0,4132 Jackie RD SE,Rio Rancho,New Mexico,87124,4132 Jackie RD SE,Rio Rancho,New Mexico,87124,2018,"['Purvi Mody', 'Purvi Mody']",TheMe,['Sreeja Yellapragada'],,,,United States,,,,29.411764705882348,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24528301886792
virginia tech,WEATHERSBY CLAIMS LLC,https://www.craftsmanshipbyweathersby.com/,0,1032 Virginia Tech TRL,Virginia Beach,Virginia,23455,1032 Virginia Tech TRL,Virginia Beach,Virginia,23455,2019,"['Kelley Weathersby', 'Kelley Weathersby']",virginia tech,['Taozhu Sun'],,,,United States,,,,23.529411764705888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Kavita Kapur,"POON,TING-CHUNG",,0,302 Whittemore Hall,Blacksburg,Virginia,24061,,,,,2006,"['Luke Lester', 'KATHY Atkins']",Kavita Kapur,['Kavita Kapur'],,,,United States,,,,14.814814814814813,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Your Health Concierge,YOUR HEALTH CONCIERGE INC,,0,2 Wisconsin CIR STE 700,Chevy Chase,Maryland,20815,2 Wisconsin CIR STE 700,Bethesda,Maryland,20815,2016,"['Julia Downer', 'Caroline Sparks']",Your Health Concierge,['Capp Wiedenhoefer'],,,,United States,,,,91.30434782608697,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Team,"TEAM, TAYLOR C.",,0,1749 Bonita Lane,Carlsbad,California,92008,1749 Bonita Lane,Carlsbad,California,92008,2022,"['Taylor Team', 'Taylor Team']",Team,"['Bi-Dar (Peter) Wang', 'Bi-Dar (Peter) Wang']",,,,United States,,,,42.10526315789473,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Spyridon Biotech,"SOFTWARE DEVELOPMENT & TESTING COMPANY, THE",https://www.customdevelopmentandtesting.com/,0,,,,,,,,,2008,"['CHRIS MAGGIO', 'Chris Maggio']",Spyridon Biotech,['Melisa Lopez-Anton'],,,,United States,,,2023,33.89830508474576,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
The Digital Health & Wellness Institute LLC,THE DIGITAL HEALTH & WELLNESS INSTITUTE LLC,,0,3401 Nevius ST,Falls Church,Virginia,22041,3401 Nevius ST,Falls Church,Virginia,22041,2023,"['Raad Khan', 'Raad Khan']",The Digital Health & Wellness Institute LLC,['Raad Khan'],,,,United States,,,2023,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
NDN International LLC,NDN INTERNATIONAL LLC,,0,12016 Great Elm DR,Potomac,Maryland,20854,12016 Great Elm DR,Potomac,Maryland,20854,2018,"['Naa Nyanin', 'Naa Nyanin']",NDN International LLC,"['Naa Nyanin', 'Naa Nyanin']",12016 Great Elm Dr,Potomac,Maryland,United States,,,,100.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0
NDN International LLC,NDN INTERNATIONAL LLC,,0,451 W 18TH ST,Merced,California,95340,451 W 18TH Street,Merced,California,95340,2014,"['Zaya Davood', 'Zaya Davood']",NDN International LLC,"['Naa Nyanin', 'Naa Nyanin']",12016 Great Elm Dr,Potomac,Maryland,United States,,,,100.0,0.0,0,25.806451612903224,34.285714285714285,30.76923076923077,30.76923076923077,33.333333333333336,33.333333333333336,0.0,0.0,100.0
Ariciano LLC,VIZULINGO,https://vizulingo.com/,0,1206 Hammon AVE,Ephrata,Pennsylvania,17522,1206 Hammon AVE,Ephrata,Pennsylvania,17522,2020,"['Mark Murphy', 'Mark Murphy']",Ariciano LLC,['Ari Melenciano'],,,,United States,,,,38.095238095238095,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
RADECO LLC,"RADECO, INC.",http://www.radecoinc.com/,0,17 West PKWY,Plainfield,Connecticut,06374,17 West PKWY,Plainfield,Connecticut,06374,2000,"['Bradford Lovendale', 'BRAD LOVENDALE']",RADECO LLC,['Idris Fofana'],6115 Annie Dr,Sykesville,Maryland,United States,21784 6648,,2016,72.72727272727273,0.0,0,31.999999999999996,31.999999999999996,19.999999999999996,19.999999999999996,10.526315789473683,10.526315789473683,26.66666666666667,26.66666666666667,80.85106382978724
RADECO LLC,"RADECO UNMANNED, INC.",https://radecounmanned.com/,0,17 West PKWY,Plainfield,Connecticut,06374,15 West PKWY,Plainfield,Connecticut,06374,2017,"['Bradford Lovendale', 'Bradford Lovendale']",RADECO LLC,['Idris Fofana'],6115 Annie Dr,Sykesville,Maryland,United States,21784 6648,,2016,51.61290322580645,0.0,0,31.999999999999996,40.0,19.999999999999996,19.999999999999996,10.526315789473683,10.526315789473683,26.66666666666667,26.66666666666667,72.34042553191489
Blue Rose Consulting Group,BLUE ROSE CONSULTING GROUP INC,https://www.bluerose-consulting.com/,0,880 Harrison ST SE STE 162,Leesburg,Virginia,20175,,,,,2017,"['Todd Weiler', 'Todd Weiler']",Blue Rose Consulting Group,['Beile Aisin'],,,,United States,,,,92.85714285714286,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Spray,SPRAY CITY HALL,,0,300 Park ST,Spray,Oregon,97874,,,,,1958,"['Crystal Rey', 'Crystal Rey']",Spray,"['Jason Alexander Fotso-Puepi', 'Marilyn Ortega']",,,,United States,,,,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Spray,"MCCAIN, JAMES",https://spraycraftautopaint.com/,0,1703 Greg ST,Sparks,Nevada,89431,1703 Greg ST,Sparks,Nevada,89431,2018,"['JAMES MCCAIN', 'JAMES MCCAIN']",Spray,"['Jason Alexander Fotso-Puepi', 'Marilyn Ortega']",,,,United States,,,,11.111111111111116,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667
Spray,"DEFENSE, HAWAII DEPARTMENT OF",https://dod.hawaii.gov/hiema/,0,3949 Diamond Head Road,Honolulu,Hawaii,96816,,,,,2014,"['RUSTY SPRAY', 'Lauren Mark']",Spray,"['Jason Alexander Fotso-Puepi', 'Marilyn Ortega']",,,,United States,,,,17.647058823529417,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37735849056604
Spray,SPRAY SYSTEMS OF ARIZONA INC,http://www.spraysystemseri.com/,0,2202 W Medtronic WAY STE 108,Tempe,Arizona,85281,,,,,1983,"['SHANNON BISHOP', 'SHANNON BISHOP']",Spray,"['Jason Alexander Fotso-Puepi', 'Marilyn Ortega']",,,,United States,,,,30.303030303030297,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379310344827
Spray,SPRAY SCHOOL DISTRICT 1,,0,303 Park ST,Spray,Oregon,97874,,,,,1920,"['Kim Domenighini', 'Rochelle Friend']",Spray,"['Jason Alexander Fotso-Puepi', 'Marilyn Ortega']",,,,United States,,,,35.71428571428571,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925925925925
Global Development & Design,GLOBAL DEVELOPMENT & DESIGN SOLUTIONS LLC,,0,5599 S University DR STE 305,Davie,Florida,33328,5599 S University DR STE 305,Davie,Florida,33328,2012,"['Leon Levy', 'Gilberto Sanchez']",Global Development & Design,"['Benjamin Huffman', 'Benjamin Huffman']",,,,United States,,,,79.41176470588236,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Lori Irvin,"INCENTIVE MANAGEMENT GROUP, LLC",https://www.imgrewards.com/,0,1605 Locust Hill RD STE 107,Greer,South Carolina,29651,,,,,2000,"['Carrie Greene', 'Lori Irvin']",Lori Irvin,['Lori Irvin'],,,,United States,,,,19.512195121951216,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428571428572
BioBot,BIOBOT ANALYTICS INC,https://www.biobot.io/,0,501 Massachusetts AVE,Cambridge,Massachusetts,02139,501 Massachusetts Avenue,Cambridge,Massachusetts,02139,2017,"['Newsha Ghaeli', 'Mariana Matus']",BioBot,['Ji Liu'],,,,United States,,,,46.15384615384615,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272727272727
SmartContact Team,"FABRIC TRANSPORT SERVICES, LLC",,0,2422 Stoney Creek RD,Frederick,Maryland,21701,5257 Buckeystown Pike,Frederick,Maryland,21704,2018,"['Bertram Lacey', 'Bertram Lacey']",SmartContact Team,['Noel Ziebarth'],,,,United States,,,,34.04255319148937,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
OtherWordly LLC,OTHERWORDLY LLC,https://www.otherwordly.com/,0,7804 Garland AVE,Takoma Park,Maryland,20912,7804 Garland AVE,Takoma Park,Maryland,20912,2022,"['Michael Douma', 'Michael Douma']",OtherWordly LLC,['Michael Douma'],,,,United States,,https://www.otherwordly.com/,,100.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Pneuma,"PROJECT PNEUMA, INC.",,0,,,,,,,,,2015,"['Damion Cooper', 'Damion Cooper']",Pneuma,['Ramana Vinjamuri'],,,,United States,,,,46.15384615384615,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82352941176471
Pneuma,PNEUMA RESEARCH LLC,https://pneumaresearch.org/,0,116 Rushingwater DR,Cary,North Carolina,27513,,,,,2024,"['Jesse Myers', 'Jesse Myers']",Pneuma,['Ramana Vinjamuri'],,,,United States,,,,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"RIDO, LLC",SOUTHEAST VOCATIONAL ALLIANCE INC,,0,12727 Featherwood DR STE 130,Houston,Texas,77034,,,,,2004,"['Nathaniel Rido', 'Rashun Sanders']","RIDO, LLC","['Stanley Nazaire', 'Stanley Nazaire']",,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846153846154
"RIDO, LLC",RIDO INC,,0,3522 Ryan ST,Lake Charles,Louisiana,70605,,,,,2003,"['TRICIA COURVILLE', 'TRICIA COURVILLE']","RIDO, LLC","['Stanley Nazaire', 'Stanley Nazaire']",,,,United States,,,,70.58823529411764,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823529411764
SiteScan,"SITESCAN SUBSURFACE IMAGING, INC.",,0,12130 Santa Margarita CT,Rancho Cucamonga,California,91730,12130 Santa Margarita Court,Rancho Cucamonga,California,91730,2020,"['Mike Hulst', 'Mike Hulst']",SiteScan,['Dalya Ismael'],,,,United States,,,,39.02439024390244,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Food Waste,WOMEN OF THE SUN,https://womensun.org/,0,,,,,,,,,2022,"['Reem Hajajreh', 'Reem Hajajreh']",Food Waste,['Rachele Franceschi'],,,,United States,,,,38.46153846153846,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4186046511628
Food Waste,UNION NATIONALE DE LA FEMME TUNISIENNE KAIROUAN,,0,,,,,,,,,1962,"['Badra Jlassi', 'Badra Jlassi']",Food Waste,['Rachele Franceschi'],,,,United States,,,,24.561403508771928,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.50000000000001
Food Waste,BEIT ALMUSICA SHEFAAMR (R.A),,0,,,,,,,,,1999,"['Amer Nakhleh', 'Amer Nakhleh']",Food Waste,['Rachele Franceschi'],,,,United States,,,,21.052631578947366,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.269841269841265
Pharmaceutical sciences,TSHWANE UNIVERSITY OF TECHNOLOGY,http://www.tut.ac.za/,0,,,,,,,,,2004,"['CLEMENCE TARIRAI', 'CLEMENCE TARIRAI']",Pharmaceutical sciences,['Ameya Chaudhari'],,,,United States,,,,32.72727272727273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.76744186046511
Pharmaceutical sciences,TSHWANE UNIVERSITY OF TECHNOLOGY,http://www.tut.ac.za/Students/facultiesdepartments/science/departments/pharmascience/Pages/default.aspx,0,,,,,,,,,2004,"['CLEMENCE TARIRAI', 'ZUKILE MATSHAYA']",Pharmaceutical sciences,['Ameya Chaudhari'],,,,United States,,,,32.72727272727273,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556
"Phase, Inc.",MILLENNIUM EXPERTS (SMC-PRIVATE) LIMITED,,0,,,,,,,,,2022,"['Ramesh Kumar', 'Ramesh Kumar']","Phase, Inc.","['Zeke Barlow', 'Zeke Barlow']",11148 TREYNORTH DR,Cornelius,North Carolina,United States,28031-8242,http://www.phaseinc.net,,19.6078431372549,15.384615384615385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.20224719101124
"Phase, Inc.",READ-LAND GLOBAL LTD,,0,,,,,,,,,2021,"['Temiloluwa Adeshina', 'Temiloluwa Adeshina']","Phase, Inc.","['Zeke Barlow', 'Zeke Barlow']",11148 TREYNORTH DR,Cornelius,North Carolina,United States,28031-8242,http://www.phaseinc.net,,12.903225806451612,15.384615384615385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
"L&D Enterprises, LLC","L & D ENTERPRISES OF ORLANDO, INC.",https://www.alomacinemaandgrill.com/home,0,2155 Aloma AVE,Winter Park,Florida,32792,2155 Aloma AVE,Winter Park,Florida,32792,1981,"['William Liebe', 'William Liebe']","L&D Enterprises, LLC","['Dawn Thurman', 'Dawn Thurman']",,,,United States,,,,66.66666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Park & Diamond, inc.",VACGEN LIMITED,,0,,,,,,,,,2005,"['Philip Jackson', 'Philip Jackson']","Park & Diamond, inc.",['Jordan Klien'],2020 Kraft Dr Ste 3050,Blacksburg,Virginia,United States,24060-6569,https://www.park-and-diamond.com/,2018,29.411764705882348,16.666666666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048780487805
iDx,VANASSE HANGEN BRUSTLIN INC,http://vhb.com/,0,,,,,,,,,1979,"['DAVID SALADINO', 'DAVID SALADINO']",iDx,['Zhenyu Li'],,,,United States,,,,6.666666666666665,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
iDx,IDX CORP,https://www.idxcorporation.com/,0,2801 E Beltline AVE NE,Grand Rapids,Michigan,49525,,,,,1999,"['Scott Stewart', 'Jessica Burgett']",iDx,['Zhenyu Li'],,,,United States,,,,54.54545454545454,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142857142857
"ACUITYnano, LLC","ACUITYNANO, LLC",https://www.acuitynano.com/,0,10300 Strathmore Hall ST APT 408,Rockville,Maryland,20852,,,,,2013,"['Roland Probst', 'Roland Probst']","ACUITYnano, LLC",['Roland Probst'],10300 Strathmore Hall St,Rockville,Maryland,United States,20852 6680,http://www.acuitynano.com,2013,100.0,96.15384615384616,0,85.71428571428572,0.0,100.0,0.0,100.0,0.0,66.66666666666667,0.0,100.0
CDRD,INTERNATIONAL CENTER FOR LIVING AQUATIC RESOURCES MANAGEMENT,,0,,,,,,,,,1977,"['ESSAM YASSIN', 'Su Ching']",CDRD,['Emmanuel Akala'],,,,United States,,,,6.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526315789473
Paterson Aerospace Systems Corp.,PATERSON AEROSPACE SYSTEMS CORP,https://patersonaerospace.com/,0,,,,,10708 Norbourne Farm RD,Upper Marlboro,Maryland,20772,2022,"['Kaylon Paterson', 'Kaylon Paterson']",Paterson Aerospace Systems Corp.,['Kaylon Paterson'],,Wilmington,Delaware,United States,,https://patersonaerospace.com/,2019,98.41269841269842,100.0,0,0.0,0.0,0.0,16.666666666666664,0.0,25.0,0.0,0.0,100.0
TSP Solutions LLC,"TSP SOLUTIONS, LLC",https://www.tspsolutions.biz/,0,7057 Production CT,Florence,Kentucky,41042,7057 Production Court,Florence,Kentucky,41042,2009,"['Charles Mcgregor', 'Charles Mcgregor']",TSP Solutions LLC,['Nashid Khadem'],,,,United States,,,,97.14285714285714,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14285714285714
TSP Solutions LLC,"TSP SOLUTIONS, LLC",,0,4801 Lincoln RD NE,Albuquerque,New Mexico,87109,4801 Lincoln RD NE,Albuquerque,New Mexico,87109,2024,"['Tim Brooks', 'Tim Brooks']",TSP Solutions LLC,['Nashid Khadem'],,,,United States,,,,97.14285714285714,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14285714285714
TSP Solutions LLC,TEK SECURITY PRO LLC,,0,813 Rivecon AVE,Orlando,Florida,32825,1910 Dartmouth DR,Durham,North Carolina,27705,2023,"['Brian Blissett', 'Brian Blissett']",TSP Solutions LLC,['Nashid Khadem'],,,,United States,,,,54.054054054054056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1eq Inc.,JME LTD,https://www.jme.co.uk/,0,,,,,,,,,1986,"['JAMES DENTON', 'JAMES DENTON']",1eq Inc.,['Andrew Meltzer'],1201 Conn Ave Nw,Washington,District of Columbia,United States,20036 2605,https://babyscripts.com,2013,26.66666666666667,48.88888888888889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272727272727
Obeidi LLC,OBEIDI LLC,,0,1742 Abbey Oak DR,Vienna,Virginia,22182,8225 Honeysuckle RD,Manassas,Virginia,20112,2011,"['Aaron McLaughlin', 'Aaron McLaughlin']",Obeidi LLC,['Aaron McLaughlin'],,,,United States,,,,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Oculi, Inc","OCULI SOLUTIONS, INC",,0,,,,,,,,,2016,"['Karen Johnson', 'Karen Johnson']","Oculi, Inc",['Charbel Rizk'],,Baltimore,Maryland,United States,,https://www.oculi.ai,2019,66.66666666666667,8.695652173913048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7948717948718
"Oculi, Inc",OCULI ACUTI CONSULTING LLC,,0,800 Broadway Unit N,Haverhill,Massachusetts,01832,,,,,2020,"['Kevin Dorr', 'Kevin Dorr']","Oculi, Inc",['Charbel Rizk'],,Baltimore,Maryland,United States,,https://www.oculi.ai,2019,50.0,8.695652173913048,0,0.0,0.0,22.22222222222222,0.0,28.57142857142857,0.0,0.0,0.0,70.0
"Cynthia Rumph, LLC",TELE-SYS INC,http://www.accessam.com/,0,673 Emory Valley RD,Oak Ridge,Tennessee,37830,673 Emory Valley Road,Oak Ridge,Tennessee,37830,1982,"['Curtis Jamison', 'Curtis Jamison']","Cynthia Rumph, LLC",['Cynthia Rumph'],10999 Red Run Blvd,Owings Mills,Maryland,United States,21117 3261,https://thefunctionalityexpert.podia.com/,,19.999999999999996,46.15384615384615,0,32.432432432432435,30.76923076923077,28.57142857142857,28.57142857142857,11.764705882352944,11.764705882352944,26.66666666666667,26.66666666666667,80.0
Tiffany,"PELICAN AMBULANCE, LLC",,0,4323 Division ST STE 100,Metairie,Louisiana,70002,4323 Division ST STE 100,Metairie,Louisiana,70002,2023,"['Tiffany Brinston', 'Tiffany Brinston']",Tiffany,['William James'],,,,United States,,,,20.68965517241379,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Tiffany,"IMMANUEL DESIGNS, LLC",http://www.immanueldesignsllc.com/,0,245 Duval DR,Alpharetta,Georgia,30009,245 Duval DR,Alpharetta,Georgia,30009,2009,"['TIFFANY WHITENER', 'TIFFANY WHITENER']",Tiffany,['William James'],,,,United States,,,,21.42857142857143,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Tiffany,"ACHIEVEMENT CONSULTING & TRAINING, INC.",http://www.ready2act.com/,0,5269 Algonquin RD,Indian Hills,Colorado,80454,,,,,2004,"['TIFFANY DAHLBERG', 'TIFFANY DAHLBERG']",Tiffany,['William James'],,,,United States,,,,17.391304347826086,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85106382978724
Tiffany,"BC DESIGN, LLC",https://teemark.com/,0,3029 Stony Brook DR STE 110,Raleigh,North Carolina,27604,3029 Stony Brook DR STE 110,Raleigh,North Carolina,27604,2022,"['Tiffany Clemency', 'Tiffany Clemency']",Tiffany,['William James'],,,,United States,,,,19.047619047619047,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Tiffany,FG ENTERPRISES L.L.C.,,0,20661 Exchange ST,Ashburn,Virginia,20147,20661 Exchange ST,Ashburn,Virginia,20147,2014,"['Tiffany Faucette', 'Tiffany Faucette']",Tiffany,['William James'],,,,United States,,,,14.28571428571429,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Luella,NELSON LUELLA,,0,4306 NE Mason ST,Portland,Oregon,97218,,,,,1986,"['LUELLA NELSON', 'LUELLA NELSON']",Luella,['Desiree Jenkins'],,,,United States,,,,63.1578947368421,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1578947368421
Luella,DALTON GARDENS IRRIGATION,,0,6360 N 4TH ST,Dalton Gardens,Idaho,83815,6360 N 4TH ST,Dalton Gardens,Idaho,83815,1902,"['LUELLA FRANKLIN', 'LUELLA FRANKLIN']",Luella,['Desiree Jenkins'],,,,United States,,,,19.354838709677423,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333333333333
Luella,"MT. OLIVE HISTORIC RESTORATION SOCIETY, INC.",,0,941336 Old Nassauville RD,Fernandina Beach,Florida,32034,,,,,2016,"['Luella Rhodes', 'Luella Rhodes']",Luella,['Desiree Jenkins'],,,,United States,,,,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Luella,"COLUMBUS WELLNESS CENTER OUTREACH & PREVENTION PROJECT, INC.",,0,3575 Macon RD STE 5,Columbus,Georgia,31907,3575 Macon RD STE 5,Columbus,Georgia,31907,1995,"['LUELLA RHODES', 'LUELLA RHODES']",Luella,['Desiree Jenkins'],,,,United States,,,,18.181818181818176,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
gaja,INSTITUT ZA ANTROPOLOGIJU,,0,,,,,,,,,1991,"['Jelena Sarac', 'Ured Instituta']",gaja,"['Jonathan Ferber', 'Jonathan Ferber', 'Jonathan Ferber']",,,,United States,,,,13.793103448275868,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.860465116279066
gaja,LUC,,0,,,,,,,,,2014,"['Ruzica Vuskovic', 'Ruzica Vuskovic']",gaja,"['Jonathan Ferber', 'Jonathan Ferber', 'Jonathan Ferber']",,,,United States,,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444
gaja,"SVEUCILISTE U OSIJEKU, EKONOMSKI FAKULTET U OSIJEKU",,0,,,,,,,,,1961,"['Katica Kri', 'Katica Kri']",gaja,"['Jonathan Ferber', 'Jonathan Ferber', 'Jonathan Ferber']",,,,United States,,,,7.272727272727275,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.55844155844156
gaja,NEPAL GAJA DEVELOPMENT FOUNDATION,,0,,,,,,,,,1993,"['Pramananda Kandel', 'Pramananda Kandel']",gaja,"['Jonathan Ferber', 'Jonathan Ferber', 'Jonathan Ferber']",,,,United States,,,,21.62162162162162,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Globally Unified Air Quality Inc.,GLOBALLY UNIFIED AIR QUALITY INC.,,0,59 Hazelwood LN,Grand Island,New York,14072,3400 Prospect ST NW,Washington,District Of Columbia,20007,2020,"['Anna Giaquinto', 'Anna Giaquinto']",Globally Unified Air Quality Inc.,['Neal Singal'],3400 Prospect St Nw,Washington,District of Columbia,United States,20007 3218,https://www.guaq.tech,2021,100.0,8.333333333333337,0,23.529411764705888,100.0,27.27272727272727,100.0,14.28571428571429,100.0,40.0,66.66666666666667,100.0
Deeper Learning LLC,DEEPER LEARNING & DEVELOPMENT ASSOCIATES,,0,,,,,3300 San Juan AVE APT 208,Port Townsend,Washington,98368,2018,"['Timothy Hawley', 'Timothy Hawley']",Deeper Learning LLC,['Mark Porter'],115 Tall Grass Ln,La Plata,Maryland,United States,20646-3246,,2022,61.01694915254237,0.0,0,0.0,23.809523809523814,0.0,19.047619047619047,0.0,22.22222222222222,0.0,26.66666666666667,53.333333333333336
RELAI,"RELAI, INC.",,0,7600 Newmarket DR,Bethesda,Maryland,20817,7600 Newmarket Drive,Bethesda,Maryland,20817,2024,"['Soheil Feizi', 'Soheil Feizi']",RELAI,['Soheil Feizi'],,,,United States,,https://relai.ai,,62.5,10.526315789473683,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Dmasters,"DKI RESTORATION, LLC",https://dkiservices.com/,0,1720 W Division ST STE 48,Chicago,Illinois,60622,1720 W Division ST STE 48,Chicago,Illinois,60622,2010,"['Katherine Helzer', 'Lee Shoop']",Dmasters,['Dhruthik Bojja'],,,,United States,,,,28.57142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Dockshare, Inc",GEL-DEL TECHNOLOGIES INC,https://www.gel-del.com/,0,1000 Westgate DR STE 127,Saint Paul,Minnesota,55114,,,,,1999,"['DAVID MASTERS', 'DAVE MASTERS']","Dockshare, Inc",['Nate Young'],,Towson,Maryland,United States,,https://dockshare.app,2020,42.10526315789473,48.88888888888889,0,0.0,0.0,25.0,0.0,23.529411764705888,0.0,0.0,0.0,80.85106382978724
"Dockshare, Inc",ARTIFICIAL CELL TECHNOLOGIES INC,http://www.artificialcelltech.com/,0,5 Science Park STE 13,New Haven,Connecticut,06511,,,,,2005,"['DONALD MASTERS', 'DONALD Masters']","Dockshare, Inc",['Nate Young'],,Towson,Maryland,United States,,https://dockshare.app,2020,30.434782608695656,40.0,0,0.0,0.0,26.66666666666667,0.0,10.526315789473683,0.0,0.0,0.0,72.41379310344827
NAVAIR,NAVAIR-34 LLC,,0,19208 Gunnerfield LN,Germantown,Maryland,20874,19208 Gunnerfield Lane,Germantown,Maryland,20876,2022,"['Karl Dixon', 'Karl Dixon']",NAVAIR,['Patrick Thompson'],,,,United States,,,,63.1578947368421,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
NAVAIR,NAVAIR SUPPLY LLC,,0,29660 128TH CT SE,Auburn,Washington,98092,29660 128TH CT SE,Auburn,Washington,98092,2017,"['Raj Sarin', 'Raj Sarin']",NAVAIR,['Patrick Thompson'],,,,United States,,,,52.17391304347826,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.51612903225806
