company,companyPbId,dealPbId,dealDate,dealSize,dealSizeStatus,investors,dealType,dealSynopsis
Precision Neuroscopics,266536-99,262786-51T,01-Jan-2019,0.22,Actual,National Science Foundation,Grant,"The company received $224,999 of STTR Phase I grant funding from National Science Foundation in 2019."
Precision Neuroscopics,266536-99,262786-60T,01-Jan-2021,1.00,Actual,National Science Foundation,Grant,The company received $1 million STTR Phase II of grant funding from National Science Foundation in 2021.
Precision Neuroscopics,266536-99,262786-69T,01-Jan-2022,0.26,Actual,U.S. Department of Health and Human Services,Grant,"The company received $256,448 of STTR Phase II grant funding from U.S. Department of Health and Human Services in 2022."
Precision Neuroscopics,266536-99,262789-12T,30-Nov-2022,0.15,Actual,UpPrize,Accelerator/Incubator,"The company joined UpPrize on November 30, 2022 and received $150,000 in the form of grant funding. The funds will be used for improving EEGs for Black patients."
Precision Neuroscopics,266536-99,262792-27T,01-Jan-2021,,,Duquesne University,Accelerator/Incubator,The company joined Duquesne University as a part of its Duquesne New Venture Challenge 2021.
Precision Neuroscopics,266536-99,262792-90T,03-May-2021,,,LabRoots,Accelerator/Incubator,"The company joined LabRoots as a part of its Optum Startup Studio Demo Day on May 3, 2021. No equity or funding was exchanged as a result of this program."
Precision Neuroscopics,266536-99,262792-99T,01-Jan-2020,0.03,Actual,Pitt CTSI,Accelerator/Incubator,"The company joined Pitt CTSI as a part of its Pitt Innovation Challenge in 2020 and received $25,000 in the form of grant funding."
PrecNA,606219-67,263912-05T,10-Aug-2022,0.01,Actual,First Flight Venture Center (Krista Covey),Accelerator/Incubator,"The company joined First Flight Venture Center as a part of its WheelsUP Cohort on August 10, 2022 and received $5,000 in funding."
PrecNA,606219-67,263918-71T,31-Jan-2023,,,TEDCO,Accelerator/Incubator,"The company joined TEDCO as a part of its SBIR/STTR Proposal Lab Cohort on January 31, 2023. No equity or funding was exchanged as a result of this program."
Prommuni,590397-76,254812-87T,05-May-2021,,,TERP Startup Laboratory,Accelerator/Incubator,"The company joined TERP Startup Laboratory as a part of its summer program on May 5, 2021."
Prommuni,590397-76,254813-77T,,,,Startup Shell,Accelerator/Incubator,The company joined Startup Shell on an undisclosed date. No equity or funding was exchanged as a result of this program.
PulseIQ,537802-48,242888-32T,,0.65,Actual,University of Maryland,Grant,"The company received $650,000 of grant funding from Maryland Energy Innovation Institue on an undisclosed date."
PulseIQ,537802-48,267597-91T,05-Feb-2021,,,IMPEL Program,Accelerator/Incubator,"The company joined IMPEL Program on February 5, 2021. No equity or funding was exchanged as a result of this program."
PulseIQ,537802-48,277118-83T,01-Jan-2020,,,Maryland Energy Innovation Accelerator,Accelerator/Incubator,The company joined Maryland Energy Innovation Accelerator in 2020. No equity or funding was exchanged as a result of this program.
PZA Innovation,510445-54,205980-04T,01-Jul-2022,,,National Science Foundation,Grant,The company received an undisclosed amount of grant funding from National Science Foundation in July 2022.
PZA Innovation,510445-54,206215-57T,28-Dec-2021,0.25,Actual,National Science Foundation,Grant,"The company received a $250,509 SBIR Phase I from National Science Foundation on December 28, 2021."
Quaxys,494322-85,191182-87T,01-Feb-2022,,,National Science Foundation Innovation Corps Program,Accelerator/Incubator,The company joined National Science Foundation Innovation Corps Program as part of its NSF I-Corps Winter 2022 Program in February 2022 and received an undisclosed amount of funding.
QubitSolve,539036-38,244156-15T,01-Sep-2023,0.28,Actual,National Science Foundation,Grant,"The company received $275,000 of grant funding from National Science Foundation on September 1, 2023."
QubitSolve,539036-38,276827-41T,,,,University of Toronto Entrepreneurship,Accelerator/Incubator,The company joined University of Toronto Entrepreneurship on an undisclosed date. No equity or funding was exchanged as a result of this program.
Quidient,156596-68,68558-05T,11-Mar-2019,,,JHH vc,Seed Round,"The company raised an undisclosed amount of Series 1 seed funding from JHH vc on March 11, 2019. Of the total funding, $750,000 was raised in the form of convertible debt and subsequently got converted into equity."
Quidient,156596-68,183788-92T,31-Dec-2020,2.10,Actual,Stonehaven Capital,Seed Round,"The company raised $2.1 million of Series 2 seed funding from Stonehaven Capital on December 31, 2020, putting the company's pre-money valuation at $15.7 million."
Quidient,156596-68,187129-90T,31-Jul-2022,3.90,Actual,"Martinson Ventures, TEDCO",Later Stage VC,"The company raised $3.9 million of Series 1 venture funding in the combination of convertible debt from Martinson Ventures and TEDCO on July 31, 2022, putting the company's pre-money valuation at $48.6 million."
Quidient,156596-68,207262-90T,03-Jan-2024,4.72,Actual,,Later Stage VC,"The company raised $4.72 million of venture funding in the form of convertible debt from undisclosed investors on January 3, 2024."
Quidient,156596-68,250334-20T,25-May-2023,1.70,Actual,Small Business Innovation Research and Small Business Technology Transfer Programs,Grant,"The company received $1.7 million of grant funding as a part of Phase II under SpaceWERX Orbital Prime Program from Small Business Innovation Research and Small Business Technology Transfer Programs on May 25, 2023."
Quidient,156596-68,250334-74T,22-Sep-2022,0.25,Actual,Small Business Innovation Research and Small Business Technology Transfer Programs,Grant,"The company received $250,000 of grant funding as a part of Phase 1 SpaceWERX Orbital Prime program from Small Business Innovation Research and Small Business Technology Transfer Programs on September 22, 2022."
Raven Biomaterials,469726-66,176070-70T,06-Jul-2021,0.10,Actual,Ben Franklin Technology Partners of Northeastern Pennsylvania,Mezzanine,"The company raised $100,000 of mezzanine financing from Ben Franklin Technology Partners of Northeastern Pennsylvania on July 6, 2021. The funds will be used to further develop, test and prepare to manufacture fundamentally new magnetic beads that are used to separate biological components out of the blood."
Raven Biomaterials,469726-66,203885-56T,09-May-2022,0.40,Actual,,Grant,"The company received a $400,000 grant from the National Institutes of Health on May 9, 2022."
READY Robotics,157558-87,69161-77T,24-Oct-2016,2.00,Actual,"Emerald Development Managers, Eniac Ventures, RRE Ventures (Raju Rishi), Sagamore Ventures (Kevin Plank)",Seed Round,"The company raised $2 million of seed venture funding in a deal led by RRE Ventures and Eniac Ventures on October 24, 2016, putting the pre-money valuation at $10 million. Emerald Development Managers, Sagamore Ventures and other undisclosed investors also participated."
READY Robotics,157558-87,77760-10T,20-Apr-2016,1.76,Actual,,Seed Round,"The company raised $1.76 million of Seed funding from undisclosed investors on April 20, 2016, putting the company's pre-money valuation at $2.8 million."
READY Robotics,157558-87,104956-21T,,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Johns Hopkins Technology Ventures on an undisclosed date.
READY Robotics,157558-87,104957-11T,24-Apr-2018,15.00,Actual,"Drive Capital, Emerald Development Managers, Eniac Ventures, RRE Ventures (Raju Rishi)",Early Stage VC,"The company raised $15 million of Series A venture funding in a deal led by Drive Capital on April 24, 2018, putting the company's pre-money valuation at $17.5 million. Emerald Development Managers, RRE Ventures and Eniac Ventures also participated in the round."
READY Robotics,157558-87,132787-99T,25-Feb-2020,25.00,Actual,"Canaan Partners (Rayfe Gaspar-Asaoka), Drive Capital (Nickolas Solaro), Emerald Development Managers, Eniac Ventures, GreenHawk Corporation, Micron Ventures, RRE Ventures (Raju Rishi)",Early Stage VC,"The company raised $25 million of Series B venture funding in a deal led by Canaan Partners on February 25, 2020, putting the company's pre-money valuation at $45 million. Micron Ventures, Emerald Development Managers, RRE Ventures, Eniac Ventures, Drive Capital and GreenHawk Corporation also participated in the round."
READY Robotics,157558-87,195540-40T,01-Sep-2020,,,"Hypertherm Ventures, Micron Ventures, Nvidia (NAS: NVDA), SIP Global Partners",Early Stage VC,"The company raised an undisclosed amount of venture funding from Micron Ventures, Nvidia and SIP Global Partners on September 1, 2020. Hypertherm Ventures also participated in the round. The funds will be used to simplify automation deployments, to continue developing its Forge/OS 5 platform and expand to support a growing ecosystem of partners and developers."
READY Robotics,157558-87,217887-58T,08-Mar-2023,,,"Rockwell Automation (NYS: ROK), V. Gastevich Investments",Later Stage VC,"The company raised an undisclosed amount of venture funding from Rockwell Automation, V. Gastevich Investments and other undisclosed investorson March 8, 2023. The funds will be used to integrate ForgeOS with Rockwell's line of Logix controllers and design and simulation software."
Redhelm Labs,551335-87,249212-53T,01-Oct-2022,0.28,Actual,Defense Advanced Research Projects Agency,Grant,"The company received $275,000 of grant funding from Defense Advanced Research Projects Agency in October 2022. The funds will be instrumental in the development of their prototype."
Redhelm Labs,551335-87,277081-12T,17-Aug-2023,,,Maryland Energy Innovation Accelerator,Accelerator/Incubator,"The company joined Maryland Energy Innovation Accelerator as part of its Summer 2023 Program on August 17, 2023. No equity or funding was exchanged as a result of this program."
Redhelm Labs,551335-87,288573-67T,01-Jan-2022,,,Startup Shell,Accelerator/Incubator,The company joined Startup Shell as part of its Fall 2022 Cohort. No equity or funding was exchanged as a result of this program.
RedShred,100572-67,44033-95T,09-Sep-2014,,,Maryland Industrial Partnerships,Accelerator/Incubator,"The company joined Maryland Industrial Partnerships on September 9, 2014, and received an undisclosed amount in funding."
RedShred,100572-67,44034-13T,01-Oct-2014,0.10,Actual,TEDCO,Early Stage VC,"The company raised $100,000 of venture funding from TEDCO in October 2014."
RedShred,100572-67,75385-81T,01-Mar-2015,0.15,Actual,,Debt - General,"The company received $150,000 of debt financing from Chesapeake Innovation Center in March 2015."
RedShred,100572-67,75386-08T,07-May-2015,0.10,Actual,"bwtech@UMBC Research and Technology Park, VOLT Technology Fund",Accelerator/Incubator,"The company joined bwtech@UMBC Research and Technology Park on May 7, 2015, and received $100,000 in funding. The funding was received in the form of debt financing. VOLT Technology Fund also invested in this round."
RedShred,100572-67,105658-39T,01-Sep-2021,0.40,Actual,U.S. Department of Commerce,Grant,"The company received $400,000 of SBIR Phase II grant funding from U.S. Department of Commerce on September 1, 2021."
RedShred,100572-67,178572-88T,01-Apr-2018,0.75,Actual,National Science Foundation,Grant,"The company received $745,000 of grant funding from National Science Foundation on April 1, 2018."
RedShred,100572-67,207467-65T,01-Dec-2016,0.05,Actual,,Early Stage VC,"The company raised $45,000 of venture funding from undisclosed investors on December 1, 2016."
RedShred,100572-67,227925-10T,02-Mar-2023,0.02,Estimated,The Catalyst Accelerator,Accelerator/Incubator,"The company joined The Catalyst Accelerator as a part of its Ogdenny Cohort on March 2, 2023 and received an estimated $15,000 in the form of grants."
RedShred,100572-67,258736-42T,01-Sep-2020,0.10,Actual,U.S. Department of Commerce (Alejandra Castillo),Grant,"The company received $100,000 of SBIR Phase I grant funding from U.S. Department of Commerce on September 1, 2020."
RedShred,100572-67,258736-60T,01-Jan-2016,0.23,Actual,National Science Foundation,Grant,"The company received $225,000 of SBIR Phase I grant funding from National Science Foundation on January 1, 2016."
RedShred,100572-67,270830-17T,26-Oct-2017,,,The Refinery (Boston),Accelerator/Incubator,"The company joined The Refinery on October 26, 2017 and received undisclosed amount of grant funding. ."
Rehabtics,64970-83,35717-41T,01-Jan-2013,0.10,Actual,TEDCO (Robert Rosenbaum),Seed Round,"The company raised $100,000 of seed funding from TEDCO in 2013."
Rehabtics,64970-83,56647-09T,21-Jan-2013,,,Accelerate Baltimore,Accelerator/Incubator,"The company joined AccelerateBaltimore as a part of its 2013 cohort on January 21, 2013."
Rehabtics,64970-83,56647-45T,01-Jan-2014,,,"Abell Foundation, VentureWell",Grant,The company raised an undisclosed amount of grant funding from Venture Well and The Abell Foundation in 2014.
Rehabtics,64970-83,56649-52T,26-Feb-2014,,,Maryland Industrial Partnerships,Accelerator/Incubator,"The company joined Maryland Industrial Partnerships on February 26, 2014."
Rehabtics,64970-83,60496-57T,01-Jan-2018,,,,Bankruptcy: Liquidation,The company filed for Chapter 7 bankruptcy and ceased operations in approximately January 2018.
RELAI (Software Development Applications),608626-36,266966-74T,01-Jan-2024,,,non sibi ventures,Early Stage VC,The company raised an undisclosed amount of venture funding from non sibi ventures in 2024.
RemBac Environmental,530922-25,228280-15T,20-Dec-2020,0.14,Actual,U.S. Department of Health and Human Services,Grant,"The company received $140,326 of grant funding from U.S. Department of Health and Human Services on December 20, 2020. This fund will be used for in situ treatment of PCB impacted sediments by microbial bioremediation."
Renalert,160298-38,140364-28T,02-Jul-2019,0.31,Actual,TEDCO,Early Stage VC,"The company raised $310,000 of venture funding from TEDCO on July 2, 2019."
Renalert,160298-38,140364-37T,01-Jan-2017,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Johns Hopkins Technology Ventures as part of the FastForward 1812 innovation hub programme in 2017.
Renalert,160298-38,140364-46T,27-Sep-2019,0.03,Actual,Betamore,Grant,"The company received $25,000 of prize money from Betamore as a part of BetaCity Pitch Competition on September 27, 2019."
Renalert,160298-38,192838-42T,09-Nov-2019,0.03,Actual,Microsoft (NAS: MSFT),Grant,"The company received $25,000 of grant funding from Microsoft on November 9, 2019."
Renalert,160298-38,252684-01T,17-Sep-2018,0.15,Actual,TEDCO,Grant,"The company received $150,000 of grant funding from TEDCO on September 17, 2018."
Renalert,160298-38,252685-63T,13-Jan-2020,0.03,Actual,Microsoft (NAS: MSFT),Grant,"The company received $25,000 of grant funding from Microsoft as apart of it's Microsoft Innovation Acceleration awards on January 13, 2020."
Resilient Lifescience,496655-83,194418-82T,23-Dec-2022,0.68,Actual,"Ankit Jain (Ankit Jain), Tau Ventures (Amit Garg)",Early Stage VC,"The company raised $675,000 of venture funding from Tau Ventures and Ankitt Jain on December 23, 2022. The funding was raised initially in the form of SAFE Notes and subsequently converted into equity."
Resilient Lifescience,496655-83,219519-46T,07-Feb-2023,0.50,Actual,Richard King Mellon Foundation (Sam Reiman),Grant,"The company received $500,000 of grant funding from Richard King Mellon Foundation on February 7, 2023."
Resilient Lifescience,496655-83,219520-72T,30-Mar-2023,,,,Seed Round,"The company was in talks to receive an undisclosed amount of seed funding on March 30, 2023. Subsequently, the deal was cancelled."
Resilient Lifescience,496655-83,249348-70T,17-Nov-2023,0.05,Actual,"Brave Capital, Innovation Works",Early Stage VC,"The company raised $50,000 of venture funding from Innovation Works on November 17, 2023. Brave Capital also participated in this round."
Resilient Lifescience,496655-83,249351-04T,06-Dec-2023,0.10,Actual,AlphaLab Health,Accelerator/Incubator,"The company joined AlphaLab Health as a part of its Fourth Cohort on December 6, 2023 and received $100,000 in funding."
Resilient Lifescience,496655-83,265091-77T,15-Mar-2024,0.27,Actual,National Science Foundation (Ed Chinchoy),Grant,"The company received $274,964 of grant funding from National Science Foundation on March 15, 2024."
Reversal Therapeutics,535732-66,280607-14T,,,,MTech Ventures,Accelerator/Incubator,The company joined MTech Ventures on an undisclosed date. No equity or funding was exchanged as a result of this program.
Revolve Biotechnologies,107348-32,44728-21T,,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Fast Forward at Johns Hopkins University on an undisclosed date.
Revolve Biotechnologies,107348-32,44728-39T,01-Jul-2013,0.10,Actual,Maryland Innovation Initiative,Grant,"The company raised $100,000 of grant funding form Maryland Innovation Initiative on July 1, 2013."
Revolve Biotechnologies,107348-32,44728-48T,07-Jan-2015,0.10,Actual,TEDCO,Grant,"The company received $100,000 of grant funding from TEDCO's Maryland Innovation Initiative on January 7, 2015."
Revolve Biotechnologies,107348-32,167605-30T,29-Sep-2020,,,"Civilization Ventures, Early Charm Ventures, The Innovation Space",Later Stage VC,"The company raised venture funding through a combination of convertible debt and equity from Civilization Ventures, Early Charm Ventures and other undisclosed investors on September 29, 2020. The debt portion of $60,000 was provided by The Innovation Space."
Revolve Biotechnologies,107348-32,167637-16T,24-Aug-2015,0.45,Actual,National Institute of Mental Health,Grant,"The company received $450,000 of grant funding from National Institute of Mental Health on August 24, 2015."
Revolve Biotechnologies,107348-32,278380-99T,24-Nov-2024,,,,Out of Business,"The company is no longer actively in business as of November 24, 2024."
Rise Technology,466697-44,172625-14T,01-Apr-2021,,,National Science Foundation Innovation Corps Program,Accelerator/Incubator,The company joined the NSF I-Corps Spring 2021 Program in April 2021.
Rise Technology,466697-44,223418-98T,03-Mar-2020,,,The University of Freiburg,University Spin-Out,"The company was spun out of University of Wisconsin on March 03, 2020."
Sanchez Engineering Services,463629-70,169639-93T,01-Jan-2020,0.35,Actual,"NewYork City Department of Transportation, U.S. Department of Energy",Grant,"The company received $ 349,027.55 of grant funding from Department of Energy and Department of Transportation in 2020."
Sanchez Engineering Services,463629-70,239365-81T,31-Dec-2021,0.20,Actual,U.S. Department of Energy,Grant,"The company received $200,000 of grant funding from the Department Of Energy in 2021."
Sanyal Biotechnology,161354-44,71777-17T,01-Nov-2016,,,VA Bio+Tech Park,Accelerator/Incubator,The company joined Virginia Biotechnology Center accelerator in November 2016 as part of the first class.
Sanyal Biotechnology,161354-44,71874-10T,01-Mar-2015,0.55,Actual,,Angel (individual),"The company raised $550,000 of angel funding from undisclosed investors in 2015."
Sanyal Biotechnology,161354-44,71874-46T,29-May-2016,,,,Angel (individual),"The company attempted to raise $450,000 of angel funding from undisclosed investors on May 29, 2016. Subsequently, the deal was cancelled."
Sanyal Biotechnology,161354-44,160697-80T,04-Nov-2020,,,MetabAxis,Merger/Acquisition,"The company was acquired by MetabAxis for an undisclosed amount on November 4, 2020."
Scanogen,107348-41,45776-44T,19-Sep-2013,0.15,Actual,"National Cancer Institute, The National Human Genome Research Institute, U.S. Department of Health and Human Services",Grant,"The company received $153,257 of grant funding from National Cancer Institute, U.S. Department of Health and Human Services and National Human Genome Research Institute on September 19, 2013."
Scanogen,107348-41,45778-15T,,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Fast Forward at Johns Hopkins University on an undisclosed date.
Scanogen,107348-41,114375-52T,01-Jan-2017,6.63,Actual,"National Cancer Institute, National Institute for Allergy and Infectious Disease, The National Human Genome Research Institute, The National Institute on Aging (NIA)",Grant,"The company received $6.63 million of grant funding from National Cancer Institute, The National Human Genome Research Institute and The National Institute on Aging (NIA) from 2014 to 2017. National Institute for Allergy and Infectious Disease also participated in the round."
Scanogen,107348-41,204014-98T,01-Jun-2016,0.99,Actual,National Institutes of Health,Grant,"The company received $988,666 of grant funding from National Institutes of Health on June 1, 2016."
Scanogen,107348-41,204015-07T,19-Apr-2022,3.30,Actual,National Institutes of Health,Grant,"The company received $3.3 million of grant funding from National Institutes of Health on April 19, 2022."
Scanogen,107348-41,211110-67T,07-Feb-2020,2.98,Actual,National Institute for Allergy and Infectious Disease,Grant,"The company received $2.98 million of grant funding from National Institute for Allergy and Infectious Disease on February 7, 2020."
Scanogen,107348-41,225154-09T,30-Jan-2023,0.82,Actual,,Grant,"The company received $817,815 of grant funding from an undisclosed grantor on January 30, 2023."
Scanogen,107348-41,225154-36T,13-Feb-2017,5.94,Actual,,Grant,"The company received a $5,936,365 grant from National Institutes of Health on February 13, 2017."
ScienceCast,545614-75,248334-40T,01-Jan-2024,0.05,Actual,,Equity Crowdfunding,The company raised $ 49600 of equity crowdfunding via Impact Crowd Portal on an undisclosed date.
ScienceCast,545614-75,257892-22T,01-Jan-2022,0.01,Actual,,Capitalization,"The company was capitalized with $11,681 from Andrew Jiranek, Ivar Martin, Victor Galitski in 2022."
ScienceCast,545614-75,257892-31T,01-Jan-2023,0.02,Actual,,Angel (individual),"The company raised $16,000 of angel funding from shareholders on January 1, 2023."
ScienceCast,545614-75,257892-40T,28-Sep-2023,,,Charles Clark (Charles Clark),Angel (individual),"The company raised an undisclosed amount of angel funding from Charles Clark on September 28, 2023. Other friends and family also participated in this round."
ScienceCast,545614-75,257892-49T,,0.10,Actual,,Grant,"The company received $100,000 of grant funding on an undisclosed date."
SecondWrite,170367-85,88017-94T,26-Jul-2017,0.30,Actual,"Blu Venture Investors, Gula Tech Adventures, Kbb Capital, Madhav Sonthalia (Madhav Sonthalia), Sudhakar Mamillapalli (Sudhakar Mamillapalli), TEDCO",Seed Round,"The company raised $300,000 of seed funding from TEDCO, Blu Venture Investors and Gula Tech Adventures on July 26, 2017. Kbb Capital, Madhav Sonthalia and Sudhakar Mamillapalli also participated in the round. Of the total amount, $100,000 was originally raised in the form of convertible debt and subsequently converted into equity."
SecondWrite,170367-85,88925-50T,01-Jan-2014,0.90,Actual,National Science Foundation,Grant,"The company received $900,000 of grant funding from National Science Foundation in 2014."
SecondWrite,170367-85,88925-59T,01-Jan-2015,0.10,Actual,,Debt - General,"The company received $100,000 from Maryland Technology Development in the form of general debt in 2015."
SecondWrite,170367-85,92144-08T,07-Nov-2016,,,Techstars,Accelerator/Incubator,"The company joined Techstars on November 7, 2016 and received an undisclosed amount of funding."
SecondWrite,170367-85,173596-69T,01-Jun-2016,1.15,Actual,"National Science Foundation, TEDCO",Seed Round,The company raised $1.15 million of seed funding from TEDCO and National Science Foundation in June 2016.
SecondWrite,170367-85,193313-98T,01-Jan-2020,,,Dingman Center Angels,Angel (individual),The company raised an undisclosed amount of angel funding from Dingman Center Angels in 2020.
SecondWrite,170367-85,193315-06T,01-Aug-2015,0.15,Actual,National Science Foundation,Grant,"The company received $150,000 of grant funding from National Science Foundation in August 2015."
SecondWrite,170367-85,193315-33T,10-Aug-2017,0.15,Actual,,Grant,"The company received $150,000 of grant funding from an undisclosed grantor on August 10, 2017."
SecondWrite,170367-85,209892-70T,01-Jun-2013,0.15,Actual,National Science Foundation,Grant,"The company received $150,000 of SBIR Phase I grant funding from National Science Foundation in June, 2013."
SecondWrite,170367-85,244212-76T,01-Jan-2013,,,University of Maryland,University Spin-Out,The company was spun out of University Of Maryland in 2013.
SeeHear,277297-93,121172-14T,01-Jan-2017,0.30,Actual,U.S. Department of Health and Human Services,Grant,"The company received $296,665 of grant funding from U.S. Department of Health and Human Services in 2017."
SeeHear,277297-93,121172-59T,06-Jun-2019,0.05,Actual,Commonwealth Research Commercialization Fund,Grant,"The company received $50,000 of grant funding from Commonwealth Research Commercialization Fund on June 6, 2019."
SeeHear,277297-93,203950-72T,01-Jun-2017,0.45,Actual,,Grant,"The company received a $451,214 grant from National Institutes of Health on June 1, 2017."
Sensing Machines,185301-01,128667-34T,,,,Johns Hopkins Technology Ventures,Accelerator/Incubator,The company joined Johns Hopkins Technology Ventures on an undisclosed date.
Sentimetrix,224585-92,100935-37T,01-Jan-2014,0.87,Actual,United States Department of Defense,Grant,"The company received $870,500 of grant funding from United States Department of Defense in 2014."
Sentimetrix,224585-92,191242-00T,01-Feb-2022,,,National Institutes of Health,Accelerator/Incubator,The company joined National Institutes of Health in February 2022 and received an undisclosed amount of funding.
Sentimetrix,224585-92,191273-77T,01-Jan-2017,0.98,Actual,United States Department of Defense,Grant,"The company received $976,218 of grant funding from United States Department of Defense in 2017."
Sentimetrix,224585-92,191273-86T,01-Jan-2021,0.40,Actual,U.S. Department of Health and Human Services,Grant,"The company received $399,907 of grant funding from U.S. Department of Health and Human Services in 2021."
Sentimetrix,224585-92,203908-24T,22-Sep-2021,6.96,Actual,,Grant,"The company received a $6,955,669 grant from National Institutes of Health on September 22, 2021."
Sentimetrix,224585-92,280798-39T,01-Jan-2022,0.06,Actual,National Cancer Institute,Grant,"The company received $55,000 of grant funding from National Cancer Institute in 2022."
Signum Technologies,615602-80,267748-12T,,,,FedTech,Accelerator/Incubator,The company joined FedTech on an unknown date. No equity or funding was exchanged as a result of this program.
Signum Technologies,615602-80,267748-39T,26-Jun-2024,,,The PenFed Foundation,Accelerator/Incubator,"The company joined The PenFed Foundation as a part of its veteran entrepreneurial accelerator program on June 26, 2024. No equity or funding was exchanged as a result of this program."
Signum Technologies,615602-80,279505-45T,01-Nov-2024,,,Spear Accelerator,Accelerator/Incubator,The company joined Spear Accelerator as a part of its Health Tech Cohort 2025 in November 2024. No equity or funding was exchanged as a result of this program.
Signum Technologies,615602-80,281550-88T,,,,Matter (Consulting Services (B2B)),Accelerator/Incubator,The company joined Matter on an undisclosed date. No equity or funding was exchanged as a result of this program.
Silvec Biologics,454946-50,160866-55T,01-Jan-2022,,,TEDCO,Early Stage VC,"The company raised an undisclosed amount of venture funding from TEDCO on January 1, 2022."
Silvec Biologics,454946-50,174085-12T,01-Jan-2020,,,"Grosvenor Investment Management, Orbia Ventures",Early Stage VC,The company raised an undisclosed amount of venture funding from Orbia Ventures and Wheatsheaf Group in 2020.
Silvec Biologics,454946-50,208503-91T,22-Nov-2021,0.41,Actual,"National Science Foundation, TEDCO",Grant,"The company received $405,990 of grant funding from TEDCO and National Science Foundation on November 22, 2021."
Silvec Biologics,454946-50,243257-95T,31-Jan-2022,0.43,Actual,Department of Agriculture,Grant,"The company received $430,954 of grant funding from Department of Agriculture on January 31, 2022."
Silvec Biologics,454946-50,243258-31T,01-Sep-2019,,,University of Maryland,University Spin-Out,"The company was spun out of University of Maryland in September, 2019."
SinnovaTek,168125-68,78388-39T,07-Nov-2016,0.10,Actual,Astralabs,Seed Round,"The company raised $99,998 of seed funding from Astralabs and other undisclosed investors on November 7, 2016, putting the company's pre-money valuation at $200,004."
SinnovaTek,168125-68,95516-56T,01-Aug-2017,,,,Early Stage VC,"The company was in talks to receive an undisclosed amount of Series A venture funding in August 2017. Subsequently, the deal was cancelled."
SinnovaTek,168125-68,154638-82T,07-Apr-2020,0.16,Actual,,Debt - PPP,"The company was approved for a Paycheck Protection Program Loan of $160,000 from West Town Bank & Trust on April 7, 2020. The application cited 8 jobs to be retained with the financing."
SinnovaTek,168125-68,176944-96T,19-Jul-2021,4.95,Actual,Lewis & Clark AgriFood (Timothy Hassler),Later Stage VC,"The company raised $4.95 million of Series A venture funding from Lewis & Clark AgriFood on July 19, 2021, putting the company's pre-money valuation at $10 million. The funds will be used to double the company's headcount and expand its operations."
SinnovaTek,168125-68,208519-39T,02-Feb-2021,0.08,Actual,One North Carolina Small Business Fund,Grant,"The company received $75,000 of grant funding from One North Carolina Small Business Fund on February 2, 2021."
SinnovaTek,168125-68,213833-35T,28-Nov-2022,15.00,Actual,"Nutritional Investments Fund, Proyectos Formación y Servicios",Later Stage VC,"The company raised $15 million through a combination of debt and Series B-1, Series B-2, and Series B-3 venture funding in a deal led by Nutritional Investments Fund on November 28, 2022, putting the company's pre-money valuation at $23.95 million. Proyectos Formación y Servicios and other undisclosed investors also participated in the round. Out of the total funding, $ 2.35 million was raised in the form of debt."
SinnovaTek,168125-68,235846-09T,31-Dec-2018,0.10,Actual,United States Department of Agriculture,Grant,"The company received $98,000 of grant funding from United States Department of Agriculture on December 31, 2018."
SinnovaTek,168125-68,236506-51T,31-Dec-2021,0.65,Actual,United States Department of Agriculture,Grant,"The company received $650,000 of grant funding from the Department Of Agriculture in 2021."
SinnovaTek,168125-68,239690-26T,31-Dec-2020,0.10,Actual,United States Department of Agriculture,Grant,"The company received $100,000 of grant funding from the Department Of Agriculture in 2020."
SinnovaTek,168125-68,250776-64T,18-Dec-2023,,,,Later Stage VC,"The company raised venture funding on December 18, 2023."
SmartBridge Health,183531-16,112678-57T,31-May-2018,,,Halcyon Incubator,Accelerator/Incubator,"The company joined Halcyon Incubator as part of the 9th cohort on May 31, 2018."
SmartBridge Health,183531-16,112678-84T,01-Jan-2016,0.02,Actual,Rockstart,Accelerator/Incubator,"The company joined RockStart Accelerator as part of the 2016 Digital Health program and received $20,000 in funding."
SmartBridge Health,183531-16,112679-20T,28-Dec-2016,0.03,Actual,Start-Up Chile,Accelerator/Incubator,"The company joined Start-Up Chile on December 28, 2016 and received CLP 20 million in funding."
SmartBridge Health,183531-16,112679-56T,,0.01,Actual,,Product Crowdfunding,The company riased $1000 of product crowdfunding via ifund Women on an undisclosed date.
SmartBridge Health,183531-16,112680-01T,01-Jan-2017,0.07,Actual,,Angel (individual),"The company raised $65,000 of angel funding from undisclosed investors in 2017. As part of the transaction the funding was received in from of grants and family and friends."
SmartBridge Health,183531-16,281020-33T,01-Jan-2020,,,StarTUp Accelerator (Towson University),Accelerator/Incubator,The company joined StarTUp Accelerator in 2020. No equity or funding was exchanged as a result of this program.
Sociable AI,590364-28,254781-55T,01-Jan-2023,0.01,Estimated,TERP Startup Laboratory,Accelerator/Incubator,"The company joined TERP Startup Laboratory in 2023 and received $5,000 in funding in the form of grant."
